subjectId,blockName,blockCode,trialNum,word,colorName,targetKey,responseKey,responseColor,correct,cognitiveRT_ms,stimulusDisplayLatency_ms,registrationDelay_ms,totalMeasuredRT_ms,conditionCode
999,"Positive Words",1,63,"gifted","red","d","d","red",1,734,33,0,734,1
999,"Positive Words",1,64,"gifted","blue","j","j","blue",1,649,33,0,649,1
999,"Positive Words",1,65,"kickoff","blue","j","j","blue",1,467,33,0,468,1
999,"Positive Words",1,66,"unite","green","f","f","green",1,1175,33,0,1175,1
999,"Positive Words",1,67,"soar","yellow","k","k","yellow",1,611,33,0,611,1
999,"Positive Words",1,68,"mastery","blue","j","j","blue",1,779,33,0,779,1
999,"Positive Words",1,69,"poise","green","f","f","green",1,1290,33,0,1290,1
999,"Positive Words",1,70,"soar","red","d","d","red",1,618,33,0,618,1
999,"Positive Words",1,71,"perform","yellow","k","k","yellow",1,661,33,0,661,1
999,"Positive Words",1,72,"unite","yellow","k","k","yellow",1,578,33,0,578,1
999,"Positive Words",1,73,"esteem","blue","j","f","green",0,582,33,0,582,1
999,"Positive Words",1,74,"reflex","green","f","f","green",1,739,34,0,740,1
999,"Positive Words",1,75,"gifted","yellow","k","k","yellow",1,743,33,0,743,1
999,"Positive Words",1,76,"persist","red","d","d","red",1,541,34,0,541,1
999,"Positive Words",1,77,"focus","red","d","f","green",0,534,33,0,534,1
999,"Positive Words",1,78,"kickoff","yellow","k","k","yellow",1,681,33,0,681,1
999,"Positive Words",1,79,"perform","blue","j","j","blue",1,445,33,0,445,1
999,"Positive Words",1,80,"skilled","yellow","k","k","yellow",1,675,33,0,676,1
999,"Neutral Words",3,1,"tempo","yellow","k","k","yellow",1,912,34,0,913,3
999,"Neutral Words",3,2,"rival","yellow","k","k","yellow",1,504,33,0,504,3
999,"Neutral Words",3,3,"exert","blue","j","j","blue",1,409,34,0,409,3
999,"Neutral Words",3,4,"fixture","blue","j","k","yellow",0,657,33,0,658,3
999,"Neutral Words",3,5,"obsess","yellow","k","k","yellow",1,529,33,0,529,3
999,"Neutral Words",3,6,"kicker","red","d","d","red",1,728,33,0,728,3
999,"Neutral Words",3,7,"grit","green","f","f","green",1,913,33,0,913,3
999,"Neutral Words",3,8,"urgency","yellow","k","k","yellow",1,783,33,0,783,3
999,"Neutral Words",3,9,"exert","red","d","d","red",1,952,33,0,952,3
999,"Neutral Words",3,10,"kicker","yellow","k","k","yellow",1,612,33,0,612,3
999,"Neutral Words",3,11,"clutch","blue","j","j","blue",1,522,33,0,522,3
999,"Neutral Words",3,12,"noisy","yellow","k","k","yellow",1,639,33,0,639,3
999,"Neutral Words",3,13,"pivot","green","f","f","green",1,645,33,0,646,3
999,"Neutral Words",3,14,"obsess","green","f","f","green",1,642,33,0,642,3
999,"Neutral Words",3,15,"pivot","yellow","k","k","yellow",1,950,33,0,950,3
999,"Neutral Words",3,16,"catcher","red","d","d","red",1,649,33,0,649,3
999,"Neutral Words",3,17,"crowd","blue","j","j","blue",1,630,33,0,630,3
999,"Neutral Words",3,18,"kicker","green","f","f","green",1,1008,33,0,1008,3
999,"Neutral Words",3,19,"endure","blue","j","j","blue",1,604,33,0,605,3
999,"Neutral Words",3,20,"obsess","red","d","d","red",1,639,33,0,639,3
999,"Neutral Words",3,21,"crowd","yellow","k","k","yellow",1,627,33,0,627,3
999,"Neutral Words",3,22,"flashy","blue","j","j","blue",1,572,33,0,572,3
999,"Neutral Words",3,23,"ankle","red","d","d","red",1,641,33,0,641,3
999,"Neutral Words",3,24,"buzzer","yellow","k","k","yellow",1,629,33,0,629,3
999,"Neutral Words",3,25,"fixture","red","d","d","red",1,741,33,0,741,3
999,"Neutral Words",3,26,"noisy","green","f","f","green",1,714,34,0,714,3
999,"Neutral Words",3,27,"fixture","yellow","k","k","yellow",1,734,33,0,734,3
999,"Neutral Words",3,28,"endure","yellow","k","k","yellow",1,443,33,0,444,3
999,"Neutral Words",3,29,"rival","blue","j","j","blue",1,501,33,0,501,3
999,"Neutral Words",3,30,"tackle","green","f","f","green",1,636,33,0,637,3
999,"Neutral Words",3,31,"tempo","red","d","d","red",1,556,33,0,557,3
999,"Neutral Words",3,32,"visitor","red","d","d","red",1,548,33,0,548,3
999,"Neutral Words",3,33,"tempo","blue","j","j","blue",1,564,33,0,564,3
999,"Neutral Words",3,34,"noisy","red","d","d","red",1,1081,33,0,1081,3
999,"Neutral Words",3,35,"catcher","blue","j","j","blue",1,562,33,0,563,3
999,"Neutral Words",3,36,"catcher","green","f","f","green",1,504,34,0,504,3
999,"Neutral Words",3,37,"grit","blue","j","j","blue",1,722,33,0,722,3
999,"Neutral Words",3,38,"pivot","red","d","d","red",1,816,33,0,816,3
999,"Neutral Words",3,39,"flashy","green","f","f","green",1,463,33,0,463,3
999,"Neutral Words",3,40,"catcher","yellow","k","k","yellow",1,610,33,0,610,3
999,"Neutral Words",3,41,"endure","red","d","d","red",1,692,33,0,692,3
999,"Neutral Words",3,42,"tempo","green","f","f","green",1,480,33,0,480,3
999,"Neutral Words",3,43,"clutch","yellow","k","k","yellow",1,649,33,0,649,3
999,"Neutral Words",3,44,"urgency","red","d","d","red",1,744,32,0,744,3
999,"Neutral Words",3,45,"ankle","yellow","k","f","green",0,558,33,0,558,3
999,"Neutral Words",3,46,"visitor","blue","j","j","blue",1,780,33,0,780,3
999,"Neutral Words",3,47,"buzzer","red","d","d","red",1,572,33,0,572,3
999,"Neutral Words",3,48,"urgency","green","f","f","green",1,1351,33,0,1351,3
999,"Neutral Words",3,49,"ankle","blue","j","j","blue",1,1037,33,0,1037,3
999,"Neutral Words",3,50,"tackle","blue","j","j","blue",1,671,34,0,671,3
999,"Neutral Words",3,51,"visitor","green","f","d","red",0,762,33,0,762,3
999,"Neutral Words",3,52,"obsess","blue","j","j","blue",1,652,33,0,653,3
999,"Neutral Words",3,53,"evade","blue","j","j","blue",1,946,33,0,947,3
999,"Neutral Words",3,54,"grit","yellow","k","k","yellow",1,732,32,0,732,3
999,"Neutral Words",3,55,"rival","green","f","f","green",1,735,33,0,735,3
999,"Neutral Words",3,56,"noisy","blue","j","j","blue",1,676,33,0,676,3
999,"Neutral Words",3,57,"exert","green","f","d","red",0,896,33,0,896,3
999,"Neutral Words",3,58,"crowd","green","f","f","green",1,556,33,0,556,3
999,"Neutral Words",3,59,"fixture","green","f","f","green",1,630,33,0,630,3
999,"Neutral Words",3,60,"kicker","blue","j","j","blue",1,811,33,0,811,3
999,"Neutral Words",3,61,"ankle","green","f","f","green",1,778,33,0,778,3
999,"Neutral Words",3,62,"pivot","blue","j","j","blue",1,922,33,0,922,3
999,"Neutral Words",3,63,"evade","red","d","d","red",1,1562,34,0,1562,3
999,"Neutral Words",3,64,"endure","green","f","f","green",1,576,33,0,577,3
999,"Neutral Words",3,65,"crowd","red","d","d","red",1,562,33,0,562,3
999,"Neutral Words",3,66,"tackle","yellow","k","j","blue",0,1188,33,0,1188,3
999,"Neutral Words",3,67,"buzzer","blue","j","j","blue",1,814,33,0,814,3
999,"Neutral Words",3,68,"urgency","blue","j","j","blue",1,507,31,0,507,3
999,"Neutral Words",3,69,"flashy","yellow","k","k","yellow",1,557,33,0,557,3
999,"Neutral Words",3,70,"clutch","green","f","f","green",1,722,33,0,722,3
999,"Neutral Words",3,71,"evade","green","f","f","green",1,478,33,0,478,3
999,"Neutral Words",3,72,"clutch","red","d","d","red",1,1181,33,0,1181,3
999,"Neutral Words",3,73,"tackle","red","d","d","red",1,544,33,0,544,3
999,"Neutral Words",3,74,"evade","yellow","k","k","yellow",1,810,33,0,810,3
999,"Neutral Words",3,75,"buzzer","green","f","f","green",1,577,34,0,577,3
999,"Neutral Words",3,76,"flashy","red","d","d","red",1,620,34,0,620,3
999,"Neutral Words",3,77,"grit","red","d","d","red",1,796,33,0,796,3
999,"Neutral Words",3,78,"exert","yellow","k","k","yellow",1,779,33,0,779,3
999,"Neutral Words",3,79,"rival","red","d","f","green",0,1396,33,0,1396,3
999,"Neutral Words",3,80,"visitor","yellow","k","k","yellow",1,676,33,0,676,3
999,"Negative Words",2,1,"injure","yellow","k","k","yellow",1,969,33,0,969,2
999,"Negative Words",2,2,"tantrum","blue","j","j","blue",1,564,34,0,564,2
999,"Negative Words",2,3,"furious","green","f","f","green",1,861,33,0,861,2
999,"Negative Words",2,4,"illicit","yellow","k","k","yellow",1,878,33,0,878,2
999,"Negative Words",2,5,"rupture","yellow","k","k","yellow",1,556,33,0,556,2
999,"Negative Words",2,6,"brawl","yellow","k","k","yellow",1,532,33,0,533,2
999,"Negative Words",2,7,"rant","green","f","d","red",0,685,33,0,685,2
999,"Negative Words",2,8,"sprain","yellow","k","k","yellow",1,626,34,0,626,2
999,"Negative Words",2,9,"illicit","red","d","d","red",1,685,33,0,685,2
999,"Negative Words",2,10,"anxiety","green","f","f","green",1,663,33,0,663,2
999,"Negative Words",2,11,"outrage","green","f","f","green",1,652,33,0,652,2
999,"Negative Words",2,12,"injure","blue","j","j","blue",1,628,34,0,628,2
999,"Negative Words",2,13,"rupture","red","d","d","red",1,741,33,0,741,2
999,"Negative Words",2,14,"fumble","blue","j","j","blue",1,735,33,0,735,2
999,"Negative Words",2,15,"defeat","yellow","k","k","yellow",1,677,33,0,678,2
999,"Negative Words",2,16,"foul","red","d","f","green",0,687,33,0,687,2
999,"Negative Words",2,17,"furious","yellow","k","k","yellow",1,697,33,0,698,2
999,"Negative Words",2,18,"foul","green","f","f","green",1,623,35,0,623,2
999,"Negative Words",2,19,"fearful","yellow","k","j","blue",0,702,33,0,702,2
999,"Negative Words",2,20,"sprain","green","f","f","green",1,679,34,0,679,2
999,"Negative Words",2,21,"fearful","blue","j","j","blue",1,611,33,0,611,2
999,"Negative Words",2,22,"anxiety","red","d","d","red",1,617,33,0,618,2
999,"Negative Words",2,23,"erratic","blue","j","j","blue",1,696,33,0,696,2
999,"Negative Words",2,24,"brawl","red","d","d","red",1,826,33,0,826,2
999,"Negative Words",2,25,"fail","green","f","f","green",1,389,33,0,389,2
999,"Negative Words",2,26,"envy","red","d","d","red",1,684,33,0,685,2
999,"Negative Words",2,27,"rupture","blue","j","j","blue",1,697,33,0,698,2
999,"Negative Words",2,28,"outrage","blue","j","j","blue",1,653,33,0,654,2
999,"Negative Words",2,29,"erratic","green","f","f","green",1,782,33,0,782,2
999,"Negative Words",2,30,"fail","yellow","k","k","yellow",1,566,33,0,566,2
999,"Negative Words",2,31,"erratic","red","d","d","red",1,699,33,0,699,2
999,"Negative Words",2,32,"harass","red","d","d","red",1,597,33,0,597,2
999,"Negative Words",2,33,"outrage","yellow","k","k","yellow",1,732,33,0,732,2
999,"Negative Words",2,34,"tamper","red","d","d","red",1,540,33,0,541,2
999,"Negative Words",2,35,"rant","red","d","f","green",0,757,33,0,758,2
999,"Negative Words",2,36,"envy","blue","j","j","blue",1,629,33,0,629,2
999,"Negative Words",2,37,"envy","green","f","f","green",1,672,33,0,672,2
999,"Negative Words",2,38,"defeat","green","f","f","green",1,660,33,0,660,2
999,"Negative Words",2,39,"anxiety","yellow","k","k","yellow",1,661,33,0,661,2
999,"Negative Words",2,40,"foul","yellow","k","k","yellow",1,1001,33,0,1001,2
999,"Negative Words",2,41,"harass","blue","j","j","blue",1,629,33,0,629,2
999,"Negative Words",2,42,"fumble","green","f","f","green",1,747,33,0,748,2
999,"Negative Words",2,43,"brawl","green","f","f","green",1,559,33,0,559,2
999,"Negative Words",2,44,"outrage","red","d","d","red",1,515,33,0,515,2
999,"Negative Words",2,45,"sprain","blue","j","j","blue",1,512,33,0,512,2
999,"Negative Words",2,46,"defeat","red","d","d","red",1,774,33,0,774,2
999,"Negative Words",2,47,"anxiety","blue","j","j","blue",1,627,33,0,628,2
999,"Negative Words",2,48,"agony","yellow","k","k","yellow",1,409,33,0,410,2
999,"Negative Words",2,49,"furious","blue","j","j","blue",1,482,33,0,482,2
999,"Negative Words",2,50,"envy","yellow","k","j","blue",0,822,33,0,822,2
999,"Negative Words",2,51,"foul","blue","j","j","blue",1,716,33,0,716,2
999,"Negative Words",2,52,"tantrum","green","f","f","green",1,737,33,0,737,2
999,"Negative Words",2,53,"fail","red","d","d","red",1,757,33,0,757,2
999,"Negative Words",2,54,"fumble","red","d","d","red",1,618,33,0,619,2
999,"Negative Words",2,55,"tamper","blue","j","j","blue",1,718,33,0,718,2
999,"Negative Words",2,56,"fearful","green","f","f","green",1,803,33,0,803,2
999,"Negative Words",2,57,"erratic","yellow","k","k","yellow",1,672,33,0,672,2
999,"Negative Words",2,58,"illicit","blue","j","j","blue",1,714,33,0,714,2
999,"Negative Words",2,59,"brawl","blue","j","j","blue",1,564,33,0,564,2
999,"Negative Words",2,60,"defeat","blue","j","j","blue",1,614,33,0,615,2
999,"Negative Words",2,61,"sprain","red","d","d","red",1,975,33,0,975,2
999,"Negative Words",2,62,"agony","blue","j","j","blue",1,644,34,0,644,2
999,"Negative Words",2,63,"tamper","green","f","f","green",1,913,33,0,913,2
999,"Negative Words",2,64,"injure","green","f","d","red",0,574,33,0,575,2
999,"Negative Words",2,65,"rupture","green","f","f","green",1,624,33,0,624,2
999,"Negative Words",2,66,"tantrum","yellow","k","k","yellow",1,636,33,0,636,2
999,"Negative Words",2,67,"injure","red","d","d","red",1,751,33,0,751,2
999,"Negative Words",2,68,"illicit","green","f","f","green",1,706,33,0,706,2
999,"Negative Words",2,69,"agony","red","d","d","red",1,443,33,0,443,2
999,"Negative Words",2,70,"fearful","red","d","d","red",1,522,33,0,522,2
999,"Negative Words",2,71,"fail","blue","j","j","blue",1,621,33,0,621,2
999,"Negative Words",2,72,"harass","yellow","k","k","yellow",1,411,33,0,411,2
999,"Negative Words",2,73,"rant","yellow","k","k","yellow",1,1117,33,0,1118,2
999,"Negative Words",2,74,"furious","red","d","d","red",1,707,33,0,707,2
999,"Negative Words",2,75,"tantrum","red","d","d","red",1,599,33,0,599,2
999,"Negative Words",2,76,"fumble","yellow","k","k","yellow",1,661,33,0,661,2
999,"Negative Words",2,77,"harass","green","f","f","green",1,867,33,0,867,2
999,"Negative Words",2,78,"tamper","yellow","k","k","yellow",1,529,33,0,529,2
999,"Negative Words",2,79,"agony","green","f","f","green",1,796,33,0,796,2
999,"Negative Words",2,80,"rant","blue","j","j","blue",1,376,33,0,377,2
